ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
46605
ITEM: BOX BOUNDS pp pp ff
0.0000000000000000e+00 7.5204971283511398e+01
0.0000000000000000e+00 7.6781222183235400e+01
0.0000000000000000e+00 1.2000000000000000e+02
ITEM: ATOMS id type c_pot c_ket
23018 1 -8.21443 0.0145522
23027 2 -34.6252 0.0158201
23057 3 -9.25473 0.0121242
28420 3 -9.5128 0.0138974
23042 3 -9.53826 0.0655882
23020 1 -8.17235 0.0247676
22593 3 -9.45608 0.0269121
22621 3 -9.43515 0.017458
23071 3 -9.75351 0.0575089
23063 3 -9.79271 0.0360214
23046 1 -8.17404 0.111913
23064 3 -9.29849 0.0388728
28871 1 -8.53242 0.0156324
23040 3 -8.88552 0.0319951
23035 3 -9.23642 0.0182017
22620 3 -9.101 0.013349
23055 2 -34.2506 0.00918793
28852 2 -34.8502 0.0612874
28880 2 -34.5476 0.0359518
23032 3 -9.02642 0.0410454
23023 1 -8.75062 0.0299334
23034 3 -8.93613 0.00121251
23025 2 -34.5563 0.0113054
22589 3 -8.87243 0.00169527
28869 1 -8.45451 0.0411746
23052 1 -9.05947 0.0143412
22605 2 -35.0236 0.0392053
28432 2 -34.9298 0.0849308
23054 2 -33.8535 0.0139513
23041 3 -9.63024 0.0457704
23070 3 -9.88747 0.131053
23058 3 -8.84352 0.0430298
22577 2 -34.3194 0.133133
22616 3 -9.04712 0.00913626
23026 2 -34.6429 0.00319762
22617 3 -9.2478 0.229471
23069 3 -9.46721 0.0115281
23043 3 -10.0643 0.0380888
28868 3 -9.46513 0.00751964
23065 3 -9.07554 0.0701383
23060 3 -9.39634 0.0471845
23067 3 -9.43413 0.0497799
23125 3 -9.59452 0.0425669
23114 3 -8.8597 0.143489
23109 2 -35.0675 0.047049
22677 3 -9.3342 0.0241943
22672 3 -8.62656 0.0231892
22661 2 -35.7847 0.0462776
23097 3 -9.73261 0.0237441
23086 3 -9.23537 0.0109677
23081 2 -34.374 0.0393703
22649 3 -9.38231 0.0461043
22644 3 -9.03453 0.0530717
22633 2 -35.0002 0.0897238
23127 3 -9.28108 0.0176962
23123 3 -8.89075 0.0146337
23121 3 -8.99027 0.103283
23118 3 -9.20969 0.0370288
23116 3 -8.98715 0.0675075
23111 2 -35.0593 0.0485034
23104 1 -8.33566 0.105583
23102 1 -8.59004 0.00929358
22673 3 -8.7846 0.074349
23099 3 -9.26126 0.111132
23095 3 -9.13285 0.0361602
23093 3 -9.27201 0.0147507
23090 3 -8.89521 0.0421912
23088 3 -8.87266 0.0343647
23083 2 -34.7949 0.0283235
22645 3 -8.95922 0.0465936
23074 1 -8.49264 0.0320664
23076 1 -8.3602 0.0285104
23079 1 -9.02522 0.0267568
23119 3 -9.02847 0.120534
23113 3 -9.13865 0.027153
23108 1 -9.12136 0.108694
22660 1 -9.08478 0.0309428
23091 3 -9.35797 0.0972176
23085 3 -9.0396 0.00562311
23080 1 -8.9136 0.0642103
22632 1 -9.1034 0.0303698
23110 2 -34.788 0.0274325
23082 2 -34.5584 0.0538778
23126 3 -9.65195 0.0129791
23098 3 -9.25177 0.117466
28927 1 -8.6195 0.00506549
28952 3 -9.60881 0.0732453
28946 3 -9.10362 0.117803
28936 2 -34.9515 0.065933
28504 3 -9.70674 0.0424381
28488 2 -33.8848 0.0472838
28924 3 -9.6639 0.022578
28918 3 -9.35624 0.00889257
28908 2 -34.7476 0.0370516
28476 3 -8.76262 0.0183262
28460 2 -36.2409 0.0460812
28925 1 -8.34767 0.109031
23124 3 -8.84866 0.0700778
22676 3 -9.62491 0.0132457
23096 3 -9.23602 0.00536142
22648 3 -8.61558 0.034692
23092 3 -9.20872 0.0198978
23120 3 -9.17475 0.021916
28899 1 -8.19336 0.00260438
23051 1 -8.93024 0.055996
23107 1 -9.08181 0.102156
28953 1 -8.32118 0.0637127
23521 1 -8.50336 0.0630675
17726 1 -8.26475 0.0290775
23163 1 -8.91629 0.0647607
28955 1 -8.50582 0.0545333
23177 3 -9.18864 0.0253243
22728 3 -8.96391 0.0374468
23148 3 -8.89282 0.0630493
28964 2 -34.6938 0.0612922
23170 3 -8.89796 0.0201288
23165 2 -34.3335 0.0373195
23167 2 -34.9636 0.109375
23154 3 -9.76223 0.0328528
23139 2 -35.5886 0.00353077
23166 2 -34.5345 0.103937
23183 3 -9.51058 0.010411
23174 3 -8.99421 0.000412324
28992 2 -35.4938 0.0162636
22729 3 -8.37455 0.0762385
23147 3 -8.76998 0.014005
23172 3 -8.83685 0.0108005
28544 2 -35.176 0.039694
23179 3 -9.08213 0.00773444
22688 1 -9.11432 0.0886686
23142 3 -8.6384 0.0507891
28974 3 -8.54489 0.00473249
23155 3 -9.47497 0.0393299
23181 3 -9.96794 0.0275989
23153 3 -9.09849 0.046338
23182 3 -9.25724 0.0409718
23146 3 -8.81775 0.0158563
23176 3 -9.40591 0.0510116
23149 3 -9.05152 0.0169686
28983 1 -7.86715 0.0348076
28981 1 -8.14705 0.010525
23175 3 -9.40315 0.0406449
22704 3 -9.18501 0.0617557
22705 3 -9.02628 0.0380164
22701 3 -8.83471 0.0239808
23136 1 -9.08055 0.0196491
23137 2 -34.7617 0.0532654
28980 3 -9.43529 0.0119034
22717 2 -35.3789 0.132778
23158 1 -8.51824 0.0184542
23160 1 -8.35082 0.0664346
23135 1 -8.75706 0.043716
23151 3 -8.64713 0.0088542
29008 3 -9.24279 0.0225803
23141 3 -8.86234 0.0146569
23138 2 -35.3708 0.0594246
22716 1 -8.87899 0.076882
23130 1 -8.75343 0.100187
23164 1 -8.8463 0.0560263
22689 2 -35.4535 0.0088797
29002 3 -9.22497 0.015803
23152 3 -9.53133 0.0174001
22733 3 -9.2728 0.013938
28516 2 -34.3945 0.100883
23132 1 -8.78287 0.0313809
28532 3 -9.6746 0.0204051
22700 3 -8.82728 0.0400694
22732 3 -9.14412 0.036628
23180 3 -8.76254 0.00468048
23169 3 -9.57278 0.10776
28560 3 -9.54255 0.0603894
23144 3 -8.55254 0.0160545
17754 1 -8.66033 0.00737818
23237 3 -9.44634 0.0161238
23226 3 -8.19516 0.00196542
23221 2 -35.5339 0.0321821
22789 3 -9.65859 0.00185658
22784 3 -8.69584 0.020213
22773 2 -35.4351 0.046549
23209 3 -9.80941 0.0257266
23198 3 -9.15453 0.015032
23193 2 -34.8895 0.0672687
22761 3 -9.5632 0.0440197
22756 3 -8.70034 0.00668606
22745 2 -35.1707 0.122065
23239 3 -9.25838 0.0376785
23235 3 -9.18424 0.0384584
23233 3 -8.69464 0.0249509
23230 3 -8.94439 0.023235
23228 3 -8.97316 0.0201496
23223 2 -34.7746 0.0051358
23216 1 -8.65549 0.0188962
23214 1 -8.50894 0.011979
22785 3 -9.04807 0.0645747
23211 3 -9.61059 0.0647743
23207 3 -8.92582 0.00333131
23205 3 -8.93804 0.0386789
23202 3 -9.03642 0.0856647
23200 3 -9.15114 0.0455677
23195 2 -34.875 0.0670474
23188 1 -8.45559 0.0871567
23186 1 -8.52981 0.0381641
22757 3 -8.69906 0.0161303
23191 1 -9.1137 0.0608251
23231 3 -8.71849 0.0400086
23225 3 -9.01612 0.0137783
23220 1 -9.38949 0.0368383
22772 1 -9.16372 0.035753
23203 3 -9.01389 0.0538421
23197 3 -9.24777 0.0877685
23192 1 -8.91915 0.0608325
22744 1 -9.00838 0.0321508
23194 2 -34.882 0.0327083
23210 3 -9.26751 0.0441731
23222 2 -35.1362 0.0140261
23238 3 -9.24319 0.0539122
29037 1 -8.42999 0.0165512
29064 3 -9.95995 0.0340382
29058 3 -9.19426 0.018975
29048 2 -33.9362 0.0453304
28616 3 -9.62962 0.0197843
28600 2 -34.826 0.0722869
29036 3 -9.4425 0.0336197
29030 3 -9.04477 0.0649092
29020 2 -34.6337 0.0722364
28588 3 -9.83396 0.0950003
28572 2 -34.3067 0.000285229
29039 1 -8.29528 0.0250964
23236 3 -8.68898 0.0290886
22788 3 -8.82717 0.00754068
23208 3 -9.15254 0.0290985
22760 3 -9.18258 0.0149245
23204 3 -9.09292 0.00853969
23232 3 -8.52739 0.0636377
29011 1 -8.29846 0.0450928
29067 1 -8.58956 0.0156337
29009 1 -8.3848 0.0259431
17810 1 -8.0899 0.0118913
23219 1 -9.16592 0.0752114
29065 1 -8.36216 0.0275403
23297 1 -8.39247 0.0142528
23275 1 -8.89222 0.0109228
28675 1 -8.62047 0.0370412
29114 3 -8.66835 0.0366411
23277 2 -34.1482 0.154177
23272 1 -8.33285 0.047497
23244 1 -8.623 0.0265704
22817 3 -9.29684 0.0995053
22841 3 -8.53356 0.0714012
29120 3 -9.34914 0.0059961
23247 1 -8.79447 0.00868385
23267 3 -9.20478 0.0117011
23242 1 -8.43421 0.0216106
29086 3 -8.82778 0.0191923
23260 3 -9.27797 0.0658057
28644 3 -9.76678 0.0257312
29104 2 -34.857 0.145911
28628 2 -34.7283 0.00767602
23287 3 -8.8792 0.0307352
22828 1 -9.31807 0.0384594
23258 3 -8.851 0.0510611
23251 2 -35.2622 0.00655295
23254 3 -9.21868 0.119331
23263 3 -8.88631 0.0262028
23293 3 -9.57922 0.0327179
28672 3 -9.44072 0.0251807
22801 2 -35.2715 0.114825
23266 3 -9.55662 0.0232932
23261 3 -8.66352 0.0303395
23253 3 -8.91157 0.0157262
23291 3 -9.47807 0.0662607
22800 1 -8.96602 0.0512471
23265 3 -9.51729 0.0369196
29093 1 -8.36682 0.0868973
23278 2 -35.1995 0.0354946
23295 3 -9.4354 0.0273758
23286 3 -8.94487 0.0319341
29076 2 -34.3853 0.0102745
23259 3 -9.14854 0.00189961
23282 3 -9.12028 0.15637
22813 3 -8.6789 0.0167856
23276 1 -9.00852 0.0375993
29092 3 -9.73799 0.0406943
23264 3 -8.95716 0.0385728
22812 3 -9.19896 0.0140633
23270 1 -8.55788 0.0518709
23281 3 -8.9201 0.055005
23294 3 -9.45005 0.0170922
23249 2 -34.7026 0.00287598
23284 3 -8.82012 0.0144803
22829 2 -35.2837 0.0334922
23248 1 -8.84675 0.0378045
23289 3 -9.33956 0.0692891
22816 3 -9.25662 0.0353997
23250 2 -35.0302 0.000259722
28656 2 -35.2117 0.047747
23256 3 -9.01904 0.0585303
22840 3 -9.24332 0.0557359
23279 2 -34.9296 0.0228086
22845 3 -9.30536 0.00826099
23288 3 -8.96337 0.0368867
22844 3 -8.57244 0.0198075
29095 1 -8.56725 0.0428331
23292 3 -8.94427 0.0459032
23302 1 -9.09849 0.00901226
23311 3 -9.34589 0.0799756
23313 3 -9.19669 0.0313987
23750 1 -8.90408 0.0233861
23329 1 -8.81178 0.0477508
23330 1 -9.06945 0.0118069
23339 3 -8.82972 0.0602012
23341 3 -9.35129 0.0548094
23778 1 -8.91217 0.0136493
23342 3 -8.92994 0.0696688
23301 1 -8.83051 0.0532827
23312 3 -9.2742 0.0987306
23788 3 -8.96423 0.0174137
23760 3 -9.17581 0.0417905
23314 3 -9.26303 0.0302126
23340 3 -8.50533 0.0285335
23307 2 -34.1301 0.0206801
23323 3 -9.40516 0.0130667
23755 2 -35.3285 0.0163302
23771 3 -9.58474 0.025559
23335 2 -35.2697 0.0121968
23351 3 -9.31175 0.00494481
23783 2 -35.1935 0.0144202
23799 3 -9.27448 0.0949896
23300 1 -8.12254 0.0476985
23303 1 -8.78115 0.00453611
23304 1 -8.85285 0.00832519
23305 2 -34.8117 0.0947027
23310 3 -9.38 0.052703
23316 3 -8.8625 0.0694552
23317 3 -9.24718 0.0398295
23319 3 -9.42402 0.0271815
23321 3 -9.82563 0.0077563
23746 1 -8.25613 0.0457772
23751 1 -8.86451 0.0181976
23767 3 -9.1202 0.0288475
23328 1 -8.28715 0.00276373
23332 1 -8.8543 0.0505019
23333 2 -35.1014 0.0215105
23338 3 -9.2619 0.0527019
23344 3 -8.85769 0.0030577
23345 3 -8.57485 0.111458
23347 3 -9.08989 0.03615
23349 3 -9.56736 0.0469539
23774 1 -8.74409 0.113513
23795 3 -8.7335 0.0500963
23763 3 -8.9162 0.120185
23309 3 -9.06348 0.0962148
23791 3 -9.05559 0.0210158
23337 3 -9.46358 0.00846673
23782 2 -35.2112 0.0415098
23348 3 -8.50424 0.0705226
23798 3 -9.24852 0.0220129
23322 3 -9.58567 0.0370416
23350 3 -9.43818 0.0522366
23754 2 -34.8679 0.0189165
23306 2 -34.6718 0.105609
23770 3 -9.64767 0.0059831
23334 2 -34.6795 0.0866903
23315 3 -9.36677 0.0314855
23343 3 -9.00683 0.0194187
23326 1 -8.49791 0.0314277
23298 1 -8.23607 0.0257921
23331 1 -8.76978 0.0909953
23816 3 -8.82324 0.0117642
23398 3 -8.81632 0.0514088
23844 3 -8.78687 0.12583
23368 3 -9.04757 0.0461907
23396 3 -9.18792 0.108477
23358 1 -9.14105 0.0303167
23357 1 -9.31458 0.01013
23367 3 -8.58236 0.106289
23395 3 -8.73209 0.0239047
23834 1 -9.1179 0.0649494
23369 3 -9.23587 0.0263206
23386 1 -9.03383 0.0436541
23806 1 -8.98135 0.0323926
23397 3 -8.65279 0.0565067
23385 1 -9.13868 0.0441013
23370 3 -8.78569 0.0771752
23835 1 -8.49508 0.0389895
23360 1 -9.07969 0.0128568
23779 1 -9.09727 0.0315372
23841 3 -8.92812 0.025901
23387 1 -8.98113 0.111892
23855 3 -9.96976 0.0254767
23363 2 -35.0978 0.0150029
23372 3 -9.20381 0.0242128
23851 3 -9.22825 0.0718002
23847 3 -9.1932 0.0166849
23406 3 -9.54337 0.0154086
23391 2 -34.7182 0.0241912
23830 1 -8.27673 0.0202248
23371 3 -8.74615 0.0137833
23826 3 -9.51559 0.038042
23838 2 -34.0503 0.031079
23403 3 -9.06429 0.0448262
23807 1 -8.90883 0.0841674
23407 3 -9.84203 0.0712543
23359 1 -8.8716 0.0351198
23366 3 -9.24614 0.0469336
23390 2 -35.028 0.0110845
23379 3 -9.59896 0.0284301
23819 3 -8.91238 0.0377892
23827 3 -9.60755 0.0273527
23839 2 -34.7856 0.0328232
23401 3 -9.02825 0.0664843
23378 3 -9.70539 0.0134154
23811 2 -34.8993 0.0321523
23405 3 -9.55757 0.0419612
23404 3 -9.22278 0.0518422
23356 1 -8.30802 0.044969
23810 2 -34.8689 0.0034396
23376 3 -9.01496 0.00693519
23388 1 -8.86658 0.0712002
23384 1 -8.50777 0.0380416
23375 3 -9.15896 0.0152565
23362 2 -34.8537 0.0224569
23389 2 -34.7311 0.0212232
23361 2 -34.7424 0.0541862
23802 1 -8.30223 0.0219612
23823 3 -9.14247 0.0317071
23400 3 -9.55783 0.0231935
23393 3 -9.2172 0.0223818
23399 3 -8.47685 0.0660139
23365 3 -9.09397 0.075402
23377 3 -9.57848 0.00409965
23854 3 -10.3311 0.0656188
23373 3 -9.0694 0.040993
23394 3 -9.07063 0.00575998
23414 1 -8.64511 0.0854979
23423 3 -8.72567 0.0364634
23425 3 -8.85712 0.0301949
23862 1 -9.32255 0.0254568
23441 1 -9.23853 0.137851
23442 1 -9.0154 0.0519722
23451 3 -8.72147 0.0344061
23453 3 -8.72147 0.00882532
23890 1 -9.38801 0.0140079
23452 3 -8.94628 0.0548118
23872 3 -8.99024 0.0431738
23900 3 -8.60604 0.0271806
23454 3 -8.86278 0.0295981
23426 3 -9.30105 0.0684099
23413 1 -9.18193 0.0148252
23419 2 -34.1052 0.0584215
23435 3 -9.07743 0.019415
23867 2 -34.3584 0.0472117
23883 3 -9.35579 0.00113994
23447 2 -35.0461 0.0142426
23463 3 -9.44349 0.01972
23895 2 -35.823 0.0428022
23911 3 -9.22147 0.0122871
23412 1 -8.40408 0.035972
23415 1 -8.79261 0.053575
23416 1 -8.89955 0.0158823
23417 2 -35.3395 0.0428676
23422 3 -9.14535 0.0283306
23428 3 -8.79532 0.0352101
23429 3 -9.01517 0.0526935
23431 3 -8.71383 0.0202258
23433 3 -9.30386 0.0253751
23858 1 -8.64513 0.00323842
23863 1 -8.65362 0.023989
23879 3 -8.71605 0.0452984
23440 1 -8.35387 0.00683223
23444 1 -9.04639 0.0146309
23445 2 -34.865 0.0181427
23450 3 -9.21601 0.10029
23456 3 -9.13156 0.0337
23457 3 -8.76652 0.025386
23459 3 -9.21523 0.0204245
23461 3 -9.29426 0.0272429
23886 1 -8.82246 0.00860561
23907 3 -8.69905 0.0328291
23449 3 -8.84766 0.02829
23875 3 -9.36235 0.0499324
23903 3 -9.01173 0.0318083
23421 3 -9.27704 0.0771429
23432 3 -9.06764 0.0878997
23460 3 -8.68348 0.0227289
23462 3 -9.49078 0.072246
23882 3 -10.122 0.0111689
23434 3 -9.53307 0.0229585
23446 2 -34.9114 0.073748
23418 2 -34.445 0.00912326
23894 2 -35.1408 0.114617
23910 3 -9.36052 0.0933199
23866 2 -33.7322 0.0232037
23455 3 -9.35955 0.0742354
23427 3 -9.19277 0.0385544
46599 4 -0.034773 0.0988078
23891 1 -8.73422 0.0418193
23443 1 -8.99663 0.00815965
23424 3 -9.42357 0.00568766
23480 3 -9.20947 0.0286541
23482 3 -8.65974 0.0452043
23928 3 -8.7354 0.0665896
23956 3 -8.843 0.0182361
23469 1 -9.31715 0.0643378
23946 1 -8.91418 0.0558379
23510 3 -9.75028 0.0859665
23470 1 -8.94817 0.00723092
23479 3 -8.5469 0.0836322
23497 1 -8.96104 0.0989114
23509 3 -9.1956 0.0245461
23481 3 -9.20577 0.00972039
23918 1 -9.51619 0.00605749
23507 3 -9.04077 0.00533311
23498 1 -8.81232 0.00570125
23508 3 -9.4328 0.130155
23947 1 -8.65402 0.0432551
23500 1 -9.12469 0.0292491
23466 1 -8.42932 0.0127797
23950 2 -35.0638 0.0346588
23499 1 -9.37257 0.0143187
23967 3 -9.82014 0.00961767
23491 3 -9.62186 0.0818892
23519 3 -9.22135 0.0395943
23518 3 -9.25346 0.0524121
23506 3 -8.97336 0.0506754
23502 2 -35.7024 0.0263375
23485 3 -8.63705 0.0381754
23474 2 -35.3261 0.0147268
23478 3 -8.58625 0.116526
23501 2 -34.7551 0.056144
23490 3 -9.36166 0.0884639
23959 3 -9.1058 0.080994
23475 2 -34.8428 0.0222821
23922 2 -34.9376 0.00653249
23471 1 -9.33229 0.0257502
23951 2 -35.4586 0.0367239
23505 3 -8.57292 0.0182593
23483 3 -8.33449 0.042748
23511 3 -8.49135 0.0575836
23914 1 -8.70275 0.0190731
23515 3 -8.64816 0.092235
23489 3 -9.41927 0.0283355
23935 3 -9.24235 0.0265833
23487 3 -8.98332 0.0317163
23939 3 -8.78733 0.0367035
23468 1 -8.72916 0.0291232
23517 3 -9.42958 0.0140082
23503 2 -33.9721 0.0260237
23516 3 -8.51269 0.010599
23477 3 -8.95566 0.0106548
23513 3 -9.2519 0.026326
23923 2 -34.9656 0.00529018
23472 1 -9.13696 0.0117705
23919 1 -8.95324 0.0487426
23512 3 -9.37271 0.0317754
23496 1 -8.28333 0.00214052
23938 3 -9.30725 0.00360902
23484 3 -8.89305 0.121201
23931 3 -9.12938 0.0572856
23942 1 -8.11397 0.00397455
23966 3 -9.54426 0.148953
23963 3 -9.65468 0.0277778
23488 3 -8.51531 0.0338281
23473 2 -35.3661 0.0635468
23526 1 -8.91456 0.0488157
23535 3 -9.01508 0.0425019
23537 3 -9.27106 0.0134771
23974 1 -9.15664 0.100111
23553 1 -9.09734 0.0727659
23554 1 -8.90839 0.0563708
23563 3 -8.71838 0.0696818
23565 3 -9.41438 0.057191
24002 1 -8.99046 0.0561688
23566 3 -9.07608 0.182782
23984 3 -9.00716 0.0054894
23525 1 -9.02904 0.1143
23564 3 -9.28619 0.0349098
23538 3 -8.79393 0.0352582
23531 2 -35.2261 0.0642549
23547 3 -9.76736 0.00160502
23979 2 -34.804 0.0518819
23995 3 -9.61587 0.0472862
23559 2 -34.405 0.0955031
23575 3 -9.56181 0.00514405
24007 2 -34.6484 0.020639
24023 3 -9.24358 0.00510737
23524 1 -8.74106 0.0277913
23527 1 -9.06725 0.0646395
23528 1 -9.02583 0.0433422
23529 2 -34.915 0.0619742
23534 3 -8.72194 0.0250096
23540 3 -9.30837 0.00704422
23541 3 -8.40269 0.124761
23543 3 -8.83895 0.0526047
23545 3 -9.16584 0.0425529
23970 1 -8.57415 0.141113
23975 1 -8.76461 0.200461
23991 3 -8.78804 0.0501584
23552 1 -8.66893 0.00690542
23556 1 -9.42786 0.130735
23557 2 -35.7739 0.0600443
23562 3 -8.73059 0.0274883
23568 3 -8.44984 0.031221
23569 3 -8.50721 0.124655
23571 3 -9.0765 0.0411281
23573 3 -9.51407 0.0772952
23998 1 -8.57847 0.0661697
24019 3 -9.03127 0.0573913
23987 3 -9.71837 0.0193431
24015 3 -8.86405 0.0124386
23533 3 -8.33846 0.0221846
23561 3 -8.64542 0.0374166
23558 2 -35.3855 0.027933
23572 3 -8.3648 0.00487301
23544 3 -8.83601 0.027665
23574 3 -9.545 0.0358112
24022 3 -9.22169 0.00962209
23546 3 -8.94764 0.070381
23994 3 -10.0184 0.0340898
23978 2 -34.0757 0.0114766
24006 2 -35.4016 0.0851205
23530 2 -36.1036 0.0225257
23539 3 -8.59212 0.0794108
23567 3 -8.72022 0.0724779
24003 1 -9.31141 0.104301
23522 1 -8.48133 0.0787677
23550 1 -8.44567 0.0177143
23536 3 -9.06556 0.0184358
24012 3 -9.22768 0.0230545
23594 3 -9.13825 0.0370618
23581 1 -9.12434 0.0428313
23620 3 -8.47313 0.0286979
24040 3 -8.39056 0.028663
24068 3 -8.38335 0.0106152
23621 3 -8.62019 0.0282994
23582 1 -8.87247 0.0407269
24030 1 -9.38759 0.0375226
23610 1 -9.23245 0.0927456
23619 3 -8.78625 0.0622489
23591 3 -8.50624 0.00785239
23609 1 -9.4314 0.00214469
24058 1 -9.33749 0.0172852
23593 3 -9.31312 0.0452197
23555 1 -8.82551 0.0320436
23592 3 -9.40023 0.13034
24075 3 -8.86312 0.0310621
24078 3 -9.78267 0.0436001
23615 2 -35.8065 0.00952992
23597 3 -8.35189 0.0405502
23630 3 -8.99503 0.0708405
23599 3 -8.89286 0.0286243
24026 1 -8.97884 0.0368782
23589 3 -8.79027 0.0287692
23587 2 -34.3457 0.0208418
24035 2 -35.663 0.0573981
23596 3 -8.72445 0.0123318
23595 3 -9.23613 0.0320864
23624 3 -8.7028 0.123296
24051 3 -9.10036 0.0514812
23590 3 -8.48273 0.0352684
23601 3 -9.0944 0.0268872
23612 1 -9.17469 0.164909
23627 3 -8.65975 0.042155
23608 1 -8.82487 0.0535091
24034 2 -35.842 0.0685712
24031 1 -9.08071 0.0420316
23580 1 -8.75724 0.0507398
23603 3 -9.23639 0.00633806
23623 3 -9.03174 0.0168776
23602 3 -9.12041 0.0383837
24071 3 -9.08619 0.131215
23618 3 -8.61198 0.0528828
24047 3 -8.66552 0.00810942
23631 3 -9.25229 0.136685
23584 1 -9.43728 0.102075
23585 2 -36.0108 0.0473145
24043 3 -8.27445 0.041482
23617 3 -8.51658 0.00998385
23600 3 -8.65905 0.000436202
24050 3 -9.18297 0.112306
24054 1 -8.7673 0.0627819
24062 2 -34.3248 0.0353628
23628 3 -9.2149 0.0460026
24063 2 -35.7043 0.0472445
23583 1 -9.24574 0.0546051
24079 3 -9.48493 0.0194107
23629 3 -8.87424 0.0473102
23614 2 -35.731 0.0344456
23613 2 -35.6587 0.0249252
23586 2 -34.9852 0.0473225
23625 3 -8.70806 0.0129972
23578 1 -8.60166 0.0364404
24059 1 -8.80309 0.0220326
23622 3 -8.57111 0.0421595
23638 1 -9.08929 0.0218558
23647 3 -8.89159 0.0101205
23649 3 -8.5655 0.0871409
24086 1 -9.18987 0.0244402
23665 1 -9.06604 0.0379729
23666 1 -8.88532 0.0119654
23675 3 -9.13515 0.00816072
23677 3 -8.83417 0.0824153
24114 1 -8.83794 0.052595
23637 1 -9.39677 0.00949967
23643 2 -34.6825 0.161095
23659 3 -9.46566 0.0685227
24091 2 -35.2632 0.0289008
24107 3 -9.1858 0.0587923
23671 2 -35.3621 0.0205015
23687 3 -9.71038 0.0263189
24119 2 -35.235 0.106602
24135 3 -9.30096 0.0666464
23636 1 -8.49924 0.0344141
23639 1 -8.95617 0.044784
23640 1 -8.99962 0.0116743
23641 2 -35.1522 0.0176704
23646 3 -9.02473 0.0307296
23652 3 -9.26307 0.0438404
23653 3 -8.82405 0.00773366
23655 3 -9.02878 0.0491977
23657 3 -9.25425 0.0516352
24082 1 -8.56363 0.0593413
24087 1 -8.78871 0.0385312
24103 3 -8.82173 0.0340414
23664 1 -8.59622 0.0403226
23668 1 -8.98677 0.0450501
23669 2 -35.5212 0.0756134
23674 3 -9.00692 0.0724761
23680 3 -8.89967 0.0707332
23681 3 -8.65482 0.0231621
23683 3 -8.8839 0.0283967
23685 3 -8.97291 0.0105816
24110 1 -8.69173 0.0420595
24131 3 -8.85927 0.0206674
23645 3 -8.63952 0.0379208
24127 3 -9.01279 0.0383586
23673 3 -9.22086 0.0161765
24099 3 -8.9897 0.00572576
23656 3 -9.1356 0.00590299
23658 3 -9.39508 0.0489406
23686 3 -9.27177 0.104912
24106 3 -9.68295 0.00607212
24134 3 -9.5217 0.0881542
24118 2 -34.9096 0.0342104
23642 2 -35.3255 0.0522912
23670 2 -34.9377 0.0285989
24090 2 -34.6569 0.0122998
23651 3 -8.94425 0.056102
23679 3 -9.11865 0.00740601
23611 1 -9.34165 0.0373347
23662 1 -8.3548 0.126819
23667 1 -8.8115 0.0199499
24115 1 -8.9684 0.131364
24124 3 -8.93438 0.00932395
24096 3 -8.68873 0.0349936
23650 3 -9.16371 0.0167074
23648 3 -9.26312 0.0500801
23678 3 -8.66174 0.0168596
23676 3 -8.88829 0.0542855
23732 3 -9.61187 0.0591053
24180 3 -8.91105 0.0684867
24152 3 -8.61046 0.0971494
23704 3 -9.2235 0.0607857
23693 1 -9.37542 0.0474749
23706 3 -9.08063 0.0015767
23731 3 -9.21854 0.0148284
23694 1 -8.77834 0.070402
24170 1 -9.18005 0.0232307
23703 3 -8.89853 0.0187342
23733 3 -9.40665 0.021259
23722 1 -8.69515 0.0693456
24142 1 -9.2119 0.0842953
23705 3 -9.04729 0.0242022
23721 1 -9.22775 0.00734582
23718 1 -8.31408 0.0655075
23711 3 -8.9033 0.0135323
23690 1 -8.26588 0.0354533
24138 1 -9.00654 0.0204231
23723 1 -8.881 0.0157485
24187 3 -8.40457 0.0890737
23743 3 -9.7646 0.0775222
23702 3 -8.62853 0.0343813
23713 3 -8.88893 0.0518077
23695 1 -9.007 0.100857
23730 3 -9.12273 0.08818
24159 3 -8.90057 0.106079
24190 3 -9.19896 0.0117713
23727 2 -35.0166 0.00559496
23707 3 -9.20309 0.0431837
24147 2 -35.1255 0.0186872
24162 3 -9.46481 0.120792
24146 2 -34.718 0.112843
23724 1 -9.09165 0.107343
23735 3 -9.09345 0.00295064
23692 1 -8.56036 0.149739
23698 2 -35.3794 0.0770131
23726 2 -34.8986 0.0596725
23714 3 -9.29516 0.0292459
23739 3 -8.58287 0.032823
24175 2 -35.4284 0.0357323
24163 3 -8.95825 0.0084757
23742 3 -9.63965 0.0119807
23740 3 -8.46119 0.0414274
23715 3 -9.42365 0.0528896
23696 1 -9.37694 0.00340772
24191 3 -9.06012 0.099754
24155 3 -9.02842 0.00567917
23709 3 -8.22923 0.0245521
23737 3 -8.90316 0.0419832
23741 3 -9.14258 0.0553749
23720 1 -8.84875 0.0159153
24143 1 -9.35656 0.0784421
23729 3 -8.65075 0.10819
23699 2 -34.6604 0.013317
24166 1 -8.7691 0.0600373
23712 3 -8.79065 0.0661556
23736 3 -9.1318 0.0263192
24183 3 -9.19446 0.0350354
23725 2 -34.4836 0.00216989
24174 2 -34.8252 0.0691975
23708 3 -8.45105 0.0488766
23697 2 -36.0039 0.0352303
23701 3 -8.73895 0.00729339
24171 1 -9.0046 0.109804
