ITEM: TIMESTEP
0
ITEM: NUMBER OF ATOMS
46605
ITEM: BOX BOUNDS pp pp ff
0.0000000000000000e+00 7.5204971283511398e+01
0.0000000000000000e+00 7.6781222183235400e+01
0.0000000000000000e+00 1.2000000000000000e+02
ITEM: ATOMS id type c_pot c_ket
28444 3 -8.51526 0.0662909
34272 3 -9.35758 0.0673823
34676 2 -35.6416 0.027029
34697 1 -9.36172 0.00735359
34689 3 -9.57892 0.0885543
34673 2 -34.7646 0.0248593
34691 3 -9.12755 0.0540619
34701 2 -35.6751 0.0364263
34236 3 -9.06581 0.0507936
34668 1 -8.48546 0.052132
34710 3 -8.52887 0.0531792
34698 1 -8.92784 0.0300284
34225 2 -34.8867 0.0282613
28416 3 -9.17887 0.0455859
29289 1 -8.69196 0.0550229
34723 1 -8.45593 0.0638647
34775 3 -9.14421 0.016809
34773 3 -8.65343 0.0248079
34771 3 -8.60675 0.02292
34769 3 -8.70015 0.0173808
34766 3 -8.68453 0.0419566
34764 3 -9.05542 0.0684414
34762 3 -8.76465 0.100998
34759 2 -35.3231 0.00287469
34757 2 -35.1801 0.0366558
34752 1 -8.86267 0.0415393
34750 1 -8.6531 0.0207658
34325 3 -9.52711 0.034835
34321 3 -8.86127 0.0134998
34320 3 -9.1018 0.0471664
34309 2 -34.7906 0.0606361
34747 3 -9.16668 0.00996781
34745 3 -8.90345 0.00500801
34743 3 -8.76135 0.031805
34741 3 -8.41085 0.0509208
34738 3 -9.06111 0.0602871
34736 3 -9.1432 0.105223
34734 3 -8.74623 0.114987
34731 2 -34.78 0.0195067
34729 2 -35.9355 0.00586343
34727 1 -9.20213 0.0835726
34724 1 -8.77964 0.0119286
34722 1 -8.60139 0.0978631
34297 3 -9.61246 0.0188878
34293 3 -8.81534 0.018383
34292 3 -8.93182 0.0226911
34281 2 -34.6882 0.0928383
34776 3 -8.87258 0.0537278
34770 3 -9.20359 0.0682204
34765 3 -9.15702 0.0158221
34760 2 -35.3291 0.0580357
34754 1 -8.96201 0.0135526
34753 1 -9.52166 0.0345683
34328 3 -9.21432 0.0889481
34315 3 -9.08636 0.0619596
34312 2 -35.1111 0.021026
34305 1 -9.25805 0.0143911
34748 3 -9.08236 0.117997
34742 3 -9.12117 0.061039
34737 3 -9.04491 0.0235786
34732 2 -35.417 0.0805278
34726 1 -8.9319 0.0791367
34300 3 -9.65382 0.105618
34287 3 -8.882 0.0300414
34284 2 -34.8354 0.0200535
34751 1 -8.73941 0.0948309
34749 1 -8.50115 0.0369036
34763 3 -8.99994 0.0241782
34740 3 -8.91215 0.0441022
34768 3 -9.16184 0.0254393
34735 3 -8.62814 0.0323354
29346 1 -8.81757 0.0189036
34755 1 -9.04583 0.102683
34280 1 -8.761 0.0867978
34721 1 -8.39599 0.0413872
34777 1 -8.6069 0.0208047
34308 1 -8.83781 0.0797577
34725 1 -9.20855 0.0407993
34277 1 -8.96983 0.0348777
34336 1 -8.82479 0.00891872
34364 1 -8.87515 0.0183698
34779 1 -8.42326 0.0733196
34833 1 -8.24832 0.0604422
34333 1 -8.96265 0.0193608
34340 2 -35.0987 0.0600335
29430 1 -8.75474 0.0869798
34389 1 -8.82931 0.0531281
34798 3 -8.92036 0.0401149
34811 1 -8.78287 0.00540289
34371 3 -9.36197 0.0692874
34343 3 -9.20234 0.0310757
34791 3 -9.41447 0.0396715
34829 3 -9.54984 0.0547071
34799 3 -8.91907 0.0326242
34781 1 -8.63011 0.0558515
34810 1 -8.96916 0.0210131
34778 1 -8.3244 0.0435192
34831 3 -9.71494 0.00321303
34384 3 -9.77107 0.0142857
34806 1 -8.44057 0.00261227
34819 3 -8.68966 0.0378847
34797 3 -9.70854 0.0166378
34804 3 -9.86072 0.0315319
34796 3 -9.73617 0.0261725
34361 1 -9.01994 0.0254463
34801 3 -9.58693 0.0320327
34827 3 -8.76624 0.0185511
34816 2 -35.8049 0.0524905
34815 2 -34.6999 0.0378314
34790 3 -9.13422 0.00102725
34825 3 -8.25678 0.0726766
34782 1 -8.85916 0.0589316
34377 3 -9.03869 0.02431
34805 1 -8.31074 0.0672806
34785 2 -34.1409 0.00636997
34826 3 -8.74732 0.033461
34365 2 -34.4881 0.0094325
34792 3 -9.14037 0.0153733
34818 3 -8.91042 0.0153502
34376 3 -9.38802 0.0214724
34349 3 -8.74793 0.0436951
34824 3 -8.94056 0.0160105
34788 2 -34.3456 0.0280772
34822 3 -9.35951 0.0399355
34337 2 -34.8272 0.0289136
34794 3 -9.51204 0.0434371
34787 2 -34.9569 0.0234351
34783 1 -9.06107 0.0703976
34780 1 -8.14068 0.0255313
34832 3 -9.17972 0.0424087
34356 3 -9.23827 0.07528
34803 3 -9.796 0.0136114
34381 3 -9.68083 0.0854405
34820 3 -8.81742 0.0668951
34793 3 -9.22342 0.166274
34368 2 -34.5 0.0398914
34808 1 -8.62582 0.0750507
34813 2 -35.3656 0.165509
34821 3 -8.62359 0.0200871
34348 3 -9.10385 0.198636
34809 1 -8.75403 0.0281491
34353 3 -9.63043 0.00702602
34807 1 -8.6707 0.134405
34887 3 -9.75214 0.0248217
34885 3 -9.84623 0.0557937
34883 3 -9.29029 0.0166872
34881 3 -8.81035 0.0270632
34878 3 -9.27304 0.0191186
34876 3 -9.07583 0.0163772
34874 3 -9.12525 0.0293048
34871 2 -34.2066 0.0723158
34869 2 -34.4674 0.0510561
34864 1 -8.29602 0.0703805
34862 1 -8.43071 0.0131416
34437 3 -9.64731 0.0178242
34433 3 -9.11476 0.0430528
34432 3 -8.85835 0.0202621
34421 2 -35.1747 0.00201959
34859 3 -9.70264 0.0200508
34857 3 -9.28233 0.0454249
34855 3 -9.00276 0.0801288
34853 3 -9.10053 0.0611467
34850 3 -8.83439 0.0130579
34848 3 -8.78106 0.0908234
34846 3 -9.36251 0.0084734
34843 2 -34.8195 0.0527834
34841 2 -34.5578 0.0294711
34839 1 -8.44606 0.0301659
34836 1 -8.51231 0.0166235
34834 1 -8.39573 0.0376532
34409 3 -9.54919 0.032307
34405 3 -9.05753 0.00776929
34404 3 -9.25359 0.0328148
34393 2 -34.4828 0.0274875
34426 3 -8.57951 0.0998964
34888 3 -9.69362 0.0324
34882 3 -8.99284 0.055474
34877 3 -9.11062 0.132745
34872 2 -34.7738 0.0321329
34866 1 -8.98948 0.119679
34865 1 -8.77685 0.0698982
34440 3 -9.15219 0.0297607
34427 3 -9.03161 0.0140752
34424 2 -35.3297 0.026034
34417 1 -9.22616 0.0780452
34860 3 -9.11693 0.0535392
34854 3 -8.9987 0.0176678
34849 3 -9.34395 0.00666586
34844 2 -34.8684 0.0433932
34838 1 -8.97966 0.091736
34412 3 -9.60103 0.00517784
34399 3 -8.92311 0.0325331
34396 2 -35.1064 0.0321132
34429 3 -8.85709 0.00860616
34861 1 -8.44651 0.0552749
34863 1 -8.47646 0.0286723
34847 3 -8.88319 0.0254743
34875 3 -8.7646 0.0702851
34852 3 -8.91429 0.0467294
34880 3 -9.42123 0.0206989
34868 1 -8.71119 0.0281933
34837 1 -9.27649 0.0424704
34840 1 -8.96886 0.0191497
34835 1 -8.8588 0.026257
29486 1 -8.36996 0.0135741
34867 1 -8.83167 0.109541
34893 1 -9.20557 0.0176438
34891 1 -8.51721 0.0148694
34476 1 -8.66464 0.00441718
34889 1 -8.12592 0.0124683
34923 1 -8.69851 0.0281994
34499 1 -8.34841 0.0326635
34924 1 -8.9053 0.0534505
34445 1 -8.99626 0.0408402
29542 1 -8.75899 0.00618341
34501 1 -9.07651 0.100408
29514 1 -8.64056 0.00552454
29513 1 -8.65556 0.0111443
34902 3 -8.65395 0.0874881
34906 3 -9.10395 0.0146446
34461 3 -9.25783 0.00997254
34925 2 -35.0736 0.0173885
34496 3 -10.0946 0.0460122
34480 2 -34.1752 0.0235329
34904 3 -9.22862 0.0316674
34915 3 -9.4507 0.0328273
34918 1 -8.08604 0.0314665
34910 3 -8.9595 0.147513
34916 3 -9.40318 0.0022377
34895 1 -8.94248 0.118608
34917 1 -8.50033 0.0543643
34930 3 -9.00362 0.0572238
34455 3 -8.89646 0.00698902
34920 1 -8.51997 0.044197
34939 3 -9.32452 0.0475932
34931 3 -8.74041 0.0874444
34934 3 -8.64528 0.0361045
34449 2 -34.2044 0.0286984
34899 2 -34.097 0.0361489
34943 3 -9.86421 0.0314142
34933 3 -8.86274 0.0401208
34905 3 -9.29935 0.0322135
34468 3 -9.51189 0.0321081
34465 3 -9.49602 0.0239236
34900 2 -34.859 0.0498931
34908 3 -8.95036 0.0114118
34894 1 -8.95131 0.0545273
34936 3 -8.90286 0.0369015
34919 1 -8.35891 0.0136599
34488 3 -9.69581 0.114067
34489 3 -8.9919 0.0533327
34493 3 -9.90085 0.0515334
34937 3 -9.13408 0.0541986
34909 3 -8.51991 0.0884645
34892 1 -8.64968 0.0205609
34911 3 -9.05348 0.0129199
34452 2 -34.8187 0.139169
34913 3 -9.52375 0.0365593
34928 2 -35.1151 0.0537014
34890 1 -8.29671 0.0495748
34922 1 -9.28257 0.0336415
34927 2 -35.1881 0.0164207
34932 3 -8.79833 0.116187
34897 2 -35.617 0.0224593
34903 3 -8.67751 0.0369728
34921 1 -9.2103 0.0775601
34941 3 -9.07473 0.0140594
34938 3 -8.51879 0.0777922
34483 3 -9.0826 0.0434761
34477 2 -34.3112 0.00901129
34460 3 -9.39943 0.0615002
34944 3 -9.55239 0.0339546
34473 1 -8.61639 0.0388671
34896 1 -9.09378 0.216076
35421 1 -8.2166 0.0433337
29622 3 -9.4071 0.0544559
29606 2 -34.6567 0.0149594
29174 3 -9.21443 0.118229
29172 3 -8.8712 0.0362546
29158 2 -35.1737 0.00926122
29594 3 -9.48441 0.0295356
29578 2 -34.7691 0.0489929
29146 3 -9.38151 0.0350512
29144 3 -9.02847 0.0364702
29130 2 -35.2928 0.0606798
34975 1 -8.41715 0.132426
34994 3 -9.029 0.0469565
35442 3 -8.96054 0.0305621
34966 3 -8.66967 0.0239331
35414 3 -9.31339 0.0627527
34972 3 -9.53082 0.094389
35000 3 -9.60072 0.0379333
34984 2 -34.8358 0.0217072
34956 2 -34.7355 0.019036
34961 3 -8.78216 0.0066693
34959 3 -9.33513 0.109866
34989 3 -8.76628 0.0288979
34987 3 -9.50647 0.0257158
34948 1 -8.26088 0.0373237
34950 1 -8.77398 0.0150806
34955 2 -33.6687 0.0998052
34962 3 -9.11134 0.0147154
34965 3 -9.03665 0.0227951
34967 3 -9.50643 0.0981815
34969 3 -9.88749 0.0579056
34971 3 -9.85221 0.0571106
35394 1 -8.47112 0.0658654
35398 1 -8.47739 0.028399
35403 2 -34.3965 0.0180454
35408 3 -9.07053 0.0923854
35415 3 -9.17224 0.0506561
35419 3 -9.72673 0.0430334
34976 1 -8.47047 0.00606403
34977 1 -9.01173 0.16111
34978 1 -9.07776 0.00864326
34981 2 -33.9976 0.025849
34983 2 -34.7038 0.0299102
34990 3 -8.83857 0.00635607
34993 3 -9.33013 0.0301674
34995 3 -8.84858 0.0160797
34997 3 -9.61339 0.0759391
34999 3 -9.56271 0.0881666
35422 1 -7.95814 0.013167
35426 1 -8.67557 0.0770966
35431 2 -34.2469 0.0248369
35436 3 -9.34456 0.0722128
35443 3 -9.46986 0.0122343
35447 3 -10.3355 0.0226827
29615 3 -9.21051 0.0360288
29161 3 -9.1203 0.0199993
29587 3 -8.81589 0.0615961
29133 3 -8.5295 0.119475
34988 3 -9.29817 0.0524884
34960 3 -9.49375 0.0820607
29167 3 -8.98665 0.0387055
29139 3 -8.93542 0.0134142
34947 1 -8.75596 0.0219004
29156 1 -8.85469 0.0405137
35449 1 -8.5074 0.0375478
34949 1 -9.05929 0.0129888
35005 1 -8.7728 0.0146915
35393 1 -8.05363 0.0485709
35003 1 -8.3967 0.0437346
35037 2 -34.6409 0.0031525
35002 1 -8.39869 0.0664972
35030 1 -8.46815 0.0968619
35011 2 -34.7489 0.0211401
35031 1 -8.0555 0.090699
35046 3 -9.18677 0.0343281
35023 3 -8.90159 0.0367246
35056 3 -9.4775 0.137594
35044 3 -9.50344 0.0121883
29228 3 -8.3191 0.0984855
29230 3 -9.43071 0.0924051
35039 2 -34.3728 0.0317643
35022 3 -9.34436 0.0794787
35006 1 -8.78565 0.0351505
35492 3 -9.40066 0.0185973
35487 2 -34.1225 0.0282859
35021 3 -9.20858 0.0703357
29643 3 -9.20027 0.11892
35016 3 -9.26046 0.0168854
29202 3 -9.8046 0.0100011
35454 1 -8.86163 0.00904825
35470 3 -8.92361 0.0271331
29189 3 -9.28184 0.0774848
35450 1 -8.05676 0.111579
29214 2 -34.2869 0.0755908
29662 2 -35.963 0.0153527
35034 1 -8.56211 0.0627511
35050 3 -9.4578 0.0158833
35477 1 -8.54442 0.0535083
29195 3 -8.79629 0.0163332
35033 1 -8.70769 0.0176906
35051 3 -8.94928 0.0545146
35471 3 -9.84239 0.0472051
35459 2 -33.2621 0.0721214
29186 2 -34.5646 0.00552412
29223 3 -9.57891 0.0253092
35018 3 -8.99018 0.00390628
35043 3 -8.93749 0.0979035
29634 2 -34.4236 0.0944803
35049 3 -8.98532 0.0147769
35045 3 -9.30407 0.137851
35032 1 -8.3987 0.0209102
35027 3 -9.72455 0.0146337
35055 3 -9.29534 0.102807
35040 2 -35.0831 0.0391868
29671 3 -8.89037 0.0676363
29217 3 -9.30364 0.0101421
35009 2 -34.9621 0.0773869
35028 3 -9.36981 0.0288501
29678 3 -9.05019 0.0770149
35498 3 -8.42029 0.0161119
35025 3 -9.73862 0.0530495
35017 3 -9.13789 0.018927
35499 3 -9.2236 0.0781973
35015 3 -9.15585 0.0128947
35012 2 -34.6941 0.0123904
29200 3 -9.41177 0.0126313
35475 3 -10.0214 0.0180458
35004 1 -8.44726 0.0435202
35478 1 -8.14709 0.0552334
35482 1 -8.961 0.0179829
29650 3 -9.60395 0.116432
35464 3 -9.73653 0.00119597
35503 3 -9.57269 0.118491
29734 3 -9.74152 0.00573615
29718 2 -34.8207 0.252286
35087 1 -8.68328 0.0699883
29286 3 -9.2813 0.0428508
29284 3 -8.84342 0.0953029
29270 2 -35.3207 0.165183
29706 3 -9.24634 0.011379
29690 2 -35.6163 0.0561109
29258 3 -9.4014 0.00744146
29256 3 -8.6904 0.0440062
29242 2 -34.9554 0.0186683
35533 1 -8.42271 0.0261715
35106 3 -9.072 0.113825
35554 3 -9.16899 0.020961
35078 3 -9.01893 0.0356934
35526 3 -8.78056 0.0561862
35112 3 -9.57881 0.0642455
35084 3 -9.21939 0.0210746
35068 2 -35.271 0.110502
35096 2 -35.1364 0.0319169
35073 3 -8.87517 0.0126533
35099 3 -8.89965 0.0231451
35071 3 -8.87081 0.059464
35101 3 -8.67662 0.0145199
35060 1 -8.30569 0.0138321
35062 1 -8.96164 0.0102698
35065 2 -35.0494 0.0286796
35067 2 -35.1865 0.0693153
35074 3 -9.02239 0.000979801
35077 3 -8.61963 0.0384753
35079 3 -8.65791 0.0414153
35081 3 -9.67526 0.114123
35083 3 -9.31995 0.00866012
35506 1 -8.32984 0.082203
35510 1 -9.0723 0.0417934
35515 2 -34.4886 0.0166795
35520 3 -9.18287 0.00791453
35527 3 -9.08349 0.015326
35531 3 -9.1748 0.0278265
35088 1 -8.22399 0.0606478
35089 1 -9.3521 0.00861411
35090 1 -9.11245 0.0318602
35093 2 -34.2831 0.0123155
35095 2 -35.164 0.0345443
35102 3 -8.82379 0.0883724
35105 3 -9.35563 0.0145406
35107 3 -9.25524 0.0961409
35109 3 -9.34347 0.101264
35111 3 -9.71971 0.00883239
35534 1 -8.4788 0.037305
35538 1 -9.00356 0.0333512
35543 2 -35.503 0.0418044
35548 3 -8.47169 0.0987161
35555 3 -9.14516 0.019689
35559 3 -9.26317 0.0288576
29699 3 -8.97582 0.0242737
29727 3 -8.8093 0.0112934
29273 3 -8.688 0.0216889
29245 3 -8.91032 0.0701965
29279 3 -8.6291 0.0177255
29251 3 -9.0627 0.0584825
35100 3 -8.48399 0.0132908
35072 3 -9.16789 0.0480463
35086 1 -8.11175 0.0237319
35061 1 -9.05537 0.0884547
35085 1 -8.47045 0.0131049
35058 1 -8.57103 0.0190659
35113 1 -8.60433 0.0142756
35505 1 -8.78494 0.0310129
29240 1 -9.06327 0.0494591
29268 1 -9.25688 0.0168564
35059 1 -8.73619 0.0820863
35561 1 -8.16976 0.0349727
35142 1 -8.12792 0.0473588
35115 1 -8.81242 0.0165012
35617 1 -8.25714 0.0309968
35117 1 -8.96902 0.0154035
35562 1 -8.19482 0.0387011
35604 3 -9.20216 0.0145507
35156 3 -9.62198 0.0247036
35152 2 -34.9121 0.0471758
35173 1 -8.63556 0.00852703
35583 3 -9.19045 0.0409353
35141 1 -8.63871 0.0245662
35114 1 -8.26449 0.00866558
35168 3 -9.42397 0.0414501
35124 2 -35.2332 0.0550083
35571 2 -35.0708 0.0567231
35158 3 -9.22579 0.00471055
35589 1 -8.69084 0.078396
35576 3 -9.34197 0.00924916
29312 3 -8.83883 0.0203482
35155 3 -9.57985 0.0410683
35128 3 -8.88331 0.252862
35587 3 -9.73751 0.0257511
35130 3 -9.33457 0.0561355
35615 3 -9.77867 0.00423993
35146 1 -8.93908 0.0074233
35165 3 -9.83157 0.0286325
35611 3 -9.03209 0.0577852
35143 1 -8.59273 0.0091487
29790 3 -9.5104 0.0270133
29329 3 -9.17804 0.0729846
29314 3 -9.51814 0.0639029
29342 3 -9.77916 0.0459306
35161 3 -9.21592 0.00464293
29762 3 -9.11175 0.0471767
35145 1 -8.92204 0.0495002
35167 3 -9.74618 0.0186981
29774 2 -35.0705 0.0609522
35162 3 -8.77195 0.0577284
35139 3 -9.98581 0.0253427
35134 3 -8.41545 0.0390746
29298 2 -35.573 0.0896165
35594 1 -8.86273 0.146977
29746 2 -34.9017 0.0139544
29755 3 -9.31884 0.0140202
35590 1 -8.27373 0.0208447
29335 3 -8.78052 0.0788675
29783 3 -8.76801 0.000970017
35582 3 -9.20876 0.120944
35118 1 -8.87802 0.0643358
35610 3 -8.74932 0.0271977
35157 3 -8.72177 0.12205
35127 3 -8.89799 0.0110173
29301 3 -8.80277 0.0540199
35123 2 -34.5559 0.058861
29326 2 -34.8398 0.00647589
35116 1 -8.17367 0.0257884
35599 2 -34.6163 0.0822099
29307 3 -8.60359 0.0228308
35140 3 -9.43862 0.00614292
35135 3 -9.16863 0.0433716
35137 3 -9.82768 0.0818111
29340 3 -8.83143 0.0282685
35163 3 -9.45949 0.0966527
35566 1 -9.00816 0.080678
35129 3 -8.98401 0.0940323
35144 1 -8.2091 0.00360262
35151 2 -33.7926 0.0130426
35133 3 -8.84847 0.0262694
35645 1 -8.0452 0.0630647
35199 1 -8.08922 0.0682878
29846 3 -9.76733 0.040181
29830 2 -34.385 0.0690629
29398 3 -9.43443 0.0476532
29396 3 -9.18923 0.000608619
29382 2 -34.8931 0.0083419
29818 3 -9.84186 0.00362637
29802 2 -34.1906 0.0385246
29370 3 -10.1117 0.0181465
29368 3 -9.7143 0.0222561
29354 2 -33.5633 0.0804493
35190 3 -9.5991 0.029092
35638 3 -9.65663 0.121524
35666 3 -9.27227 0.0307324
35218 3 -9.12109 0.0926251
35196 3 -10.2413 0.0157287
35224 3 -10.3503 0.00131413
35180 2 -33.6204 0.0128182
35208 2 -33.9322 0.0215641
35183 3 -9.5111 0.0351146
35213 3 -9.18613 0.0335716
35185 3 -9.3325 0.0149974
35211 3 -9.39266 0.01138
35172 1 -8.26909 0.0452858
35174 1 -8.36707 0.0472814
35177 2 -34.4596 0.0402197
35179 2 -33.625 0.013346
35186 3 -9.64239 0.054932
35189 3 -9.29105 0.0264268
35191 3 -9.52829 0.00359626
35193 3 -9.3153 0.0134485
35195 3 -9.46933 0.0510288
35618 1 -8.21933 0.191072
35622 1 -8.38303 0.180307
35627 2 -34.3798 0.0187886
35632 3 -9.27297 0.00801669
35639 3 -9.06779 0.0593522
35643 3 -10.3739 0.0150426
35200 1 -8.54773 0.033441
35201 1 -8.50803 0.0602353
35202 1 -8.9476 0.0187085
35207 2 -35.3651 0.0350733
35214 3 -9.14357 0.00448682
35217 3 -9.09442 0.117713
35219 3 -8.7407 0.0249945
35221 3 -9.77 0.0398338
35223 3 -9.15251 0.00953569
35646 1 -8.28623 0.00921179
35650 1 -8.666 0.0328917
35655 2 -33.4804 0.049121
35660 3 -9.79812 0.0238833
35667 3 -8.62939 0.159529
35671 3 -9.35575 0.0476353
29811 3 -8.81708 0.0133645
29385 3 -9.23032 0.0188803
29839 3 -9.18629 0.0649899
29357 3 -9.61561 0.136529
35212 3 -8.70223 0.0233495
35184 3 -9.83591 0.0091146
29391 3 -8.86518 0.0427935
29363 3 -9.3771 0.0338302
35170 1 -8.26113 0.0296404
35169 1 -8.17363 0.0167066
35225 1 -8.41271 0.0266286
35171 1 -8.12505 0.130223
35197 1 -8.13251 0.0855453
40559 3 -9.76631 0.0560755
35198 1 -8.53651 0.0714554
35673 1 -8.54 0.0930041
35227 1 -8.58263 0.0327324
29441 3 -9.12004 0.0782308
35229 1 -8.96701 0.0670838
29452 3 -8.72327 0.00973825
35253 1 -8.51082 0.177479
29454 3 -9.85699 0.00912929
35694 3 -8.90353 0.0131768
35242 3 -9.13094 0.105784
35246 3 -8.60072 0.0341488
35236 2 -35.4537 0.0722427
35695 3 -9.13152 0.00539182
35252 3 -9.30014 0.000850512
29419 3 -9.45267 0.0463091
35270 3 -8.83515 0.0728529
29424 3 -8.88126 0.00531552
35716 3 -8.9364 0.0767843
35273 3 -8.66542 0.0626481
35263 2 -34.8132 0.0244755
35247 3 -9.225 0.122631
35255 1 -8.63254 0.010771
29858 2 -35.0243 0.0489239
29438 2 -34.627 0.0467661
35269 3 -8.49414 0.0528508
35241 3 -9.07071 0.00801283
35688 3 -9.17108 0.0147152
35264 2 -35.7052 0.163584
35274 3 -8.54108 0.0379789
35268 3 -9.16727 0.0649315
35256 1 -8.56215 0.00273231
35235 2 -35.0069 0.0379278
35267 3 -8.65351 0.122138
29902 3 -9.21251 0.0559531
35706 1 -9.24253 0.0500394
35699 3 -9.56025 0.0201149
35722 3 -8.68732 0.152983
35245 3 -9.11504 0.02376
35239 3 -8.69233 0.103252
35240 3 -8.70507 0.0145353
35251 3 -9.77792 0.00485345
35702 1 -8.48072 0.058129
29447 3 -9.50664 0.0684542
35674 1 -8.11061 0.0267377
29867 3 -8.75974 0.124228
35279 3 -9.88132 0.0890329
35258 1 -9.15446 0.00862685
35280 3 -9.14442 0.0457388
35723 3 -8.97983 0.0221254
29895 3 -9.12618 0.022147
35678 1 -9.10512 0.0212982
35701 1 -8.66986 0.0114727
29426 3 -9.34164 0.0309118
35230 1 -9.03884 0.00872644
35711 2 -35.235 0.104864
35727 3 -9.63304 0.130531
29413 3 -8.74693 0.0404043
35683 2 -34.8659 0.0553217
35275 3 -8.70604 0.0317485
29886 2 -35.1836 0.0634576
35257 1 -8.95622 0.0352062
29410 2 -35.0089 0.0173204
29874 3 -9.44652 0.0939802
35228 1 -8.33806 0.0918938
29408 1 -9.22845 0.0604612
35226 1 -8.326 0.0916694
29958 3 -9.61721 0.0505869
29942 2 -34.3015 0.0385527
29510 3 -9.7693 0.03508
29508 3 -8.70194 0.00781472
29494 2 -34.1304 0.0436508
29930 3 -9.76689 0.0310597
29914 2 -34.8727 0.0427382
29482 3 -9.65141 0.0295791
29480 3 -9.22121 0.0225804
29466 2 -34.5567 0.0121125
35311 1 -8.09113 0.0549583
35757 1 -8.38206 0.0704566
35750 3 -8.47573 0.0194082
35778 3 -9.02031 0.0899349
35330 3 -9.42106 0.00599387
35302 3 -9.39998 0.0180036
35336 3 -9.94208 0.0362731
35320 2 -34.6496 0.100039
35308 3 -8.84924 0.0252316
35292 2 -35.0598 0.0486493
35323 3 -9.06674 0.0918068
35295 3 -9.00485 0.0730749
35297 3 -9.34931 0.067654
35325 3 -9.1517 0.0263811
35284 1 -8.49308 0.0262912
35286 1 -8.69987 0.0180414
35291 2 -34.4108 0.0277113
35298 3 -8.83703 0.0224931
35301 3 -8.64771 0.0134682
35303 3 -8.86568 0.0357984
35305 3 -9.52616 0.0135915
35307 3 -10.0348 0.0201992
35730 1 -8.29983 0.0356548
35734 1 -9.0984 0.0043381
35739 2 -34.8775 0.0105347
35744 3 -8.92951 0.00821411
35751 3 -9.27198 0.0234354
35755 3 -9.93806 0.146315
35312 1 -8.19292 0.0448019
35313 1 -8.74 0.0487672
35314 1 -8.55483 0.0154706
35317 2 -34.5078 0.0197333
35319 2 -34.2652 0.0281971
35326 3 -9.27183 0.0226522
35329 3 -9.42661 0.00570065
35331 3 -9.06784 0.0418714
35333 3 -10.0139 0.0530826
35335 3 -9.60669 0.0308444
35758 1 -8.06984 0.0729435
35762 1 -8.88865 0.0170824
35767 2 -34.4491 0.00963216
35772 3 -9.24563 0.195546
35779 3 -9.2813 0.0355733
35783 3 -9.87592 0.0814603
29469 3 -8.87092 0.0865987
29923 3 -8.69873 0.0615967
29497 3 -9.40368 0.0517566
29951 3 -9.22542 0.0506037
35324 3 -9.29542 0.0178791
29475 3 -9.17537 0.013445
29503 3 -9.45384 0.077263
35296 3 -9.64317 0.0406902
35283 1 -8.47036 0.00309406
35285 1 -9.3599 0.0907798
35339 1 -8.58465 0.0708292
35729 1 -8.85748 0.0168727
35310 1 -8.6142 0.00443731
29464 1 -9.17008 0.0141547
29492 1 -8.84418 0.0269859
35785 1 -8.6122 0.015128
35366 1 -7.76414 0.0191801
34945 1 -8.32666 0.0493984
35364 3 -9.45204 0.0619464
35814 1 -8.08124 0.00680969
30014 3 -9.86899 0.0234187
29536 3 -9.12199 0.0132337
35823 2 -34.2387 0.162733
35340 1 -8.15858 0.0804477
35341 1 -8.53346 0.0222753
35376 2 -34.8609 0.0564592
35352 3 -9.05059 0.0606352
35351 3 -9.41975 0.0408482
35367 1 -8.17843 0.058817
35368 1 -7.79069 0.0320675
35357 3 -9.51075 0.0103746
35385 3 -8.76165 0.000430449
30007 3 -9.05802 0.0441373
35358 3 -9.21387 0.0118291
35353 3 -9.42177 0.000404686
35807 3 -8.3192 0.0458457
35800 3 -9.6551 0.0373104
35391 3 -10.3178 0.0318761
35828 3 -9.33874 0.0091698
35835 3 -9.49426 0.0127619
29566 3 -9.50554 0.0535975
29559 3 -9.13426 0.0304122
35813 1 -8.16524 0.0756238
29522 2 -34.2271 0.0237555
35795 2 -34.503 0.0276902
35381 3 -8.59402 0.0761102
35375 2 -33.4226 0.198199
35806 3 -8.88644 0.105764
29564 3 -8.96752 0.0451034
35818 1 -8.65974 0.0187865
35359 3 -8.96541 0.0398799
29550 2 -34.5982 0.00923856
35386 3 -9.10623 0.028436
35811 3 -9.75118 0.0396974
35370 1 -8.56525 0.0570688
35369 1 -8.37576 0.0186561
35379 3 -9.66349 0.0574544
29986 3 -9.59908 0.0568591
35347 2 -34.6064 0.0339959
35354 3 -9.54796 0.0160017
35382 3 -9.7021 0.0761184
29553 3 -9.32017 0.0373227
29538 3 -9.73921 0.0308973
35342 1 -8.80159 0.0240365
29998 2 -34.6961 0.0432909
29525 3 -9.07775 0.0136876
29979 3 -8.90935 0.0334286
29970 2 -34.8735 0.0321881
35786 1 -8.34111 0.0239874
35392 3 -9.59458 0.0374777
35345 2 -33.9958 0.0893165
35839 3 -9.68026 0.0221802
35389 3 -10.3695 0.022673
35834 3 -9.2931 0.0292586
35380 3 -9.76685 0.126563
35361 3 -9.65967 0.0586448
35387 3 -9.7174 0.0811952
35363 3 -10.0403 0.00388312
29531 3 -9.27188 0.0848691
35348 2 -34.5402 0.0344961
35790 1 -8.29478 0.136882
35423 1 -8.44563 0.00738543
35437 3 -8.95354 0.1812
35409 3 -9.19394 0.110995
35396 1 -7.89738 0.0391862
35410 3 -9.46291 0.0755893
35424 1 -8.05223 0.0209205
